Potential applied (V);Time (s);WE(1).Current (A);WE(1).Potential (V);Scan;Index;Q+;Q-;Current range
-1.7694091796875;384.365398029571;-4.52880859375E-06;-1.768798828125;1;1902;0.000133864662284031;-0.000614197832113131;10 µA
-1.77139282226563;384.56376202907;-4.5367431640625E-06;-1.7706298828125;1;1903;0.000133864662284031;-0.000614197832113131;10 µA
-1.77337646484375;384.762126028569;-4.544677734375E-06;-1.77215576171875;1;1904;0.000133864662284031;-0.000614197832113131;10 µA
-1.77536010742188;384.960490028068;-4.55352783203125E-06;-1.77490234375;1;1905;0.000133864662284031;-0.000614197832113131;10 µA
-1.77734375;385.158854027567;-4.56146240234375E-06;-1.7767333984375;1;1906;0.000133864662284031;-0.000614197832113131;10 µA
-1.77932739257813;385.357218027067;-4.5697021484375E-06;-1.77886962890625;1;1907;0.000133864662284031;-0.000614197832113131;10 µA
-1.78131103515625;385.555582026566;-4.5782470703125E-06;-1.78070068359375;1;1908;0.000133864662284031;-0.000614197832113131;10 µA
-1.78329467773438;385.753946026065;-4.58648681640625E-06;-1.78253173828125;1;1909;0.000133864662284031;-0.000614197832113131;10 µA
-1.7852783203125;385.952310025564;-4.5953369140625E-06;-1.78466796875;1;1910;0.000133864662284031;-0.000614197832113131;10 µA
-1.78726196289063;386.150674025063;-4.603271484375E-06;-1.7864990234375;1;1911;0.000133864662284031;-0.000614197832113131;10 µA
-1.78924560546875;386.349038024562;-4.6124267578125E-06;-1.78863525390625;1;1912;0.000133864662284031;-0.000614197832113131;10 µA
-1.79122924804688;386.547402024062;-4.62005615234375E-06;-1.790771484375;1;1913;0.000133864662284031;-0.000614197832113131;10 µA
-1.793212890625;386.745766023561;-4.62860107421875E-06;-1.79290771484375;1;1914;0.000133864662284031;-0.000614197832113131;10 µA
-1.79519653320313;386.94413002306;-4.63653564453125E-06;-1.7950439453125;1;1915;0.000133864662284031;-0.000614197832113131;10 µA
-1.79718017578125;387.142494022559;-4.6453857421875E-06;-1.79656982421875;1;1916;0.000133864662284031;-0.000614197832113131;10 µA
-1.79916381835938;387.340858022058;-4.6539306640625E-06;-1.79840087890625;1;1917;0.000133864662284031;-0.000614197832113131;10 µA
-1.8011474609375;387.539222021558;-4.66339111328125E-06;-1.80084228515625;1;1918;0.000133864662284031;-0.000614197832113131;10 µA
-1.79916381835938;387.737586021057;-4.58648681640625E-06;-1.7987060546875;1;1919;0.000133864662284031;-0.000614197832113131;10 µA
-1.79718017578125;387.935950020556;-4.51812744140625E-06;-1.79656982421875;1;1920;0.000133864662284031;-0.000614197832113131;10 µA
-1.79519653320313;388.134314020055;-4.45526123046875E-06;-1.79412841796875;1;1921;0.000133864662284031;-0.000614197832113131;10 µA
-1.793212890625;388.332678019554;-4.3975830078125E-06;-1.7926025390625;1;1922;0.000133864662284031;-0.000614197832113131;10 µA
-1.79122924804688;388.531042019053;-4.3426513671875E-06;-1.7901611328125;1;1923;0.000133864662284031;-0.000614197832113131;10 µA
-1.78924560546875;388.729406018553;-4.2919921875E-06;-1.78863525390625;1;1924;0.000133864662284031;-0.000614197832113131;10 µA
-1.78726196289063;388.927770018052;-4.2437744140625E-06;-1.78680419921875;1;1925;0.000133864662284031;-0.000614197832113131;10 µA
-1.7852783203125;389.126134017551;-4.197998046875E-06;-1.78466796875;1;1926;0.000133864662284031;-0.000614197832113131;10 µA
-1.78329467773438;389.32449801705;-4.15435791015625E-06;-1.78253173828125;1;1927;0.000133864662284031;-0.000614197832113131;10 µA
-1.78131103515625;389.522862016549;-4.11376953125E-06;-1.78070068359375;1;1928;0.000133864662284031;-0.000614197832113131;10 µA
-1.77932739257813;389.721226016048;-4.073486328125E-06;-1.778564453125;1;1929;0.000133864662284031;-0.000614197832113131;10 µA
-1.77734375;389.919590015548;-4.03533935546875E-06;-1.77703857421875;1;1930;0.000133864662284031;-0.000614197832113131;10 µA
-1.77536010742188;390.117954015047;-3.99871826171875E-06;-1.7742919921875;1;1931;0.000133864662284031;-0.000614197832113131;10 µA
-1.77337646484375;390.316318014546;-3.96331787109375E-06;-1.77337646484375;1;1932;0.000133864662284031;-0.000614197832113131;10 µA
-1.77139282226563;390.514682014045;-3.929443359375E-06;-1.77093505859375;1;1933;0.000133864662284031;-0.000614197832113131;10 µA
-1.7694091796875;390.713046013544;-3.896484375E-06;-1.76910400390625;1;1934;0.000133864662284031;-0.000614197832113131;10 µA
-1.76742553710938;390.911410013044;-3.86444091796875E-06;-1.7669677734375;1;1935;0.000133864662284031;-0.000614197832113131;10 µA
-1.76544189453125;391.109774012543;-3.83453369140625E-06;-1.76513671875;1;1936;0.000133864662284031;-0.000614197832113131;10 µA
-1.76345825195313;391.308138012042;-3.80462646484375E-06;-1.76300048828125;1;1937;0.000133864662284031;-0.000614197832113131;10 µA
-1.761474609375;391.506502011541;-3.775634765625E-06;-1.7608642578125;1;1938;0.000133864662284031;-0.000614197832113131;10 µA
-1.75949096679688;391.70486601104;-3.74755859375E-06;-1.759033203125;1;1939;0.000133864662284031;-0.000614197832113131;10 µA
-1.75750732421875;391.903230010539;-3.72039794921875E-06;-1.75689697265625;1;1940;0.000133864662284031;-0.000614197832113131;10 µA
-1.75552368164063;392.101594010039;-3.69384765625E-06;-1.75537109375;1;1941;0.000133864662284031;-0.000614197832113131;10 µA
-1.7535400390625;392.299958009538;-3.66790771484375E-06;-1.7529296875;1;1942;0.000133864662284031;-0.000614197832113131;10 µA
-1.75155639648438;392.498322009037;-3.64227294921875E-06;-1.7510986328125;1;1943;0.000133864662284031;-0.000614197832113131;10 µA
-1.74957275390625;392.696686008536;-3.6181640625E-06;-1.74896240234375;1;1944;0.000133864662284031;-0.000614197832113131;10 µA
-1.74758911132813;392.895050008035;-3.5943603515625E-06;-1.7474365234375;1;1945;0.000133864662284031;-0.000614197832113131;10 µA
-1.74560546875;393.093414007535;-3.570556640625E-06;-1.74560546875;1;1946;0.000133864662284031;-0.000614197832113131;10 µA
-1.74362182617188;393.291778007034;-3.54827880859375E-06;-1.7431640625;1;1947;0.000133864662284031;-0.000614197832113131;10 µA
-1.74163818359375;393.490142006533;-3.52569580078125E-06;-1.74163818359375;1;1948;0.000133864662284031;-0.000614197832113131;10 µA
-1.73965454101563;393.688506006032;-3.50341796875E-06;-1.739501953125;1;1949;0.000133864662284031;-0.000614197832113131;10 µA
-1.7376708984375;393.886870005531;-3.4820556640625E-06;-1.73736572265625;1;1950;0.000133864662284031;-0.000614197832113131;10 µA
